,Lat,Lng,Country,City,Cloudiness,Date,Humidity,Max Temp,Wind Speed
275,51.55,-9.2667,IE,Skibbereen,74,1659550805,73,60.12,15.82
276,50.4111,80.2275,KZ,Semey,67,1659550806,46,66.52,9.55
277,35.1333,140.3,JP,Katsuura,100,1659550806,90,79.97,16.44
278,17.0151,54.0924,OM,Salalah,100,1659550807,94,78.89,1.14
279,64.3833,-173.3,RU,Provideniya,46,1659550689,73,52.81,6.35
280,13.5167,35.7667,SD,Doka,57,1659550807,80,73.49,4.92
281,38.5167,-28.7,PT,Ribeira Grande,75,1659550678,78,81.0,11.5
282,-9.0122,-35.2225,BR,Maragogi,85,1659550808,89,75.72,13.76
283,-45.4167,167.7167,NZ,Te Anau,100,1659550808,89,43.3,7.09
284,-13.8483,136.4192,AU,Alyangula,63,1659550809,87,72.84,5.73
285,49.4867,105.9228,MN,Darhan,66,1659550809,94,60.35,2.24
286,-46.1333,167.6833,NZ,Tuatapere,100,1659550672,80,45.19,8.25
287,42.7762,-9.0603,ES,Muros,5,1659550810,69,78.67,13.82
288,26.1906,-97.6961,US,Harlingen,62,1659550255,76,96.71,23.44
289,8.0797,-10.7732,SL,Laa,98,1659550811,94,75.87,4.27
290,-28.55,16.4333,NA,Oranjemund,0,1659550811,90,54.66,6.87
291,-42.5167,172.8167,NZ,Hanmer Springs,71,1659550812,73,37.17,6.78
292,46.283,-96.0776,US,Fergus Falls,100,1659550812,64,69.78,13.8
293,54.7682,-101.865,CA,Flin Flon,75,1659550812,52,64.24,10.36
294,46.8714,42.0592,RU,Orlovskiy,58,1659550813,59,75.56,11.23
295,11.95,75.35,IN,Pāppinisshēri,100,1659550813,93,76.82,5.99
296,7.5264,-12.505,SL,Bonthe,90,1659550814,85,77.61,10.76
297,55.7435,-97.8558,CA,Thompson,40,1659550814,44,60.96,16.11
298,67.667,12.6934,NO,Sørland,100,1659550721,91,57.06,4.94
299,-31.9333,115.8333,AU,Perth,100,1659550700,93,53.04,8.05
300,-21.6403,-41.0511,BR,São João da Barra,13,1659550815,67,82.49,12.57
301,41.2835,-70.0995,US,Nantucket,0,1659550529,77,84.34,5.75
302,59.7573,43.1285,RU,Imeni Babushkina,42,1659550816,88,63.01,1.5
303,46.4856,135.8833,RU,Vostok,52,1659550816,96,62.11,4.47
304,9.4942,50.8122,SO,Bandarbeyla,16,1659550684,85,76.26,31.63
305,53.3897,33.2171,RU,Kletnya,97,1659550817,94,63.99,5.55
306,8.4833,8.5167,NG,Lafia,94,1659550817,82,75.45,2.55
307,50.6834,36.2331,RU,Tomarovka,99,1659550817,94,68.76,9.19
308,-21.3393,55.4781,RE,Saint-Pierre,100,1659550818,75,69.48,19.57
309,-34.0033,24.7314,ZA,Kruisfontein,92,1659550818,82,57.4,4.88
310,45.6285,-1.0281,FR,Royan,49,1659550819,55,90.82,12.46
311,-33.6971,-53.4616,UY,Chui,100,1659550685,99,57.92,1.99
312,-20.4081,57.7,MU,Mahébourg,40,1659550819,77,68.29,4.61
313,26.8786,78.9028,IN,Jaswantnagar,87,1659550820,64,87.87,4.41
314,3.6993,-76.4423,CO,Vijes,40,1659550820,51,85.3,2.3
315,48.6499,-53.1147,CA,Bonavista,94,1659550821,94,66.0,13.4
316,55.3422,-131.6461,US,Ketchikan,100,1659550563,72,61.27,5.75
317,-10.6167,150.6667,PG,Samarai,72,1659550821,84,80.17,14.99
318,-22.2763,166.4572,NC,Noumea,35,1659550822,99,73.99,7.0
319,49.4573,10.8533,DE,Cadolzburg,0,1659550724,25,90.59,2.3
320,60.8156,-115.7999,CA,Hay River,75,1659550715,52,66.16,19.57
321,39.6178,125.6647,KP,Anju,10,1659550823,98,74.08,1.63
322,53.1406,140.73,RU,Nikolayevsk-on-Amur,100,1659550823,99,60.39,2.57
323,-28.7667,114.6,AU,Geraldton,75,1659550824,62,57.61,12.66
324,-18.5278,25.627,BW,Pandamatenga,0,1659550824,49,64.98,7.07
325,39.4167,-0.7833,ES,Buñol,0,1659550825,51,87.17,7.76
326,53.5739,142.9478,RU,Okha,100,1659550825,97,55.15,13.6
327,22.6906,58.5334,OM,Ibrā’,62,1659550825,50,91.11,6.67
328,67.8006,130.4114,RU,Batagay-Alyta,100,1659550826,88,42.49,6.31
329,59.3322,66.0214,RU,Mortka,9,1659550826,73,58.51,1.25
330,27.0377,14.4283,LY,Sabha,2,1659550827,19,96.57,9.28
331,35.035,10.9081,TN,Djebeniana,4,1659550827,56,85.8,10.8
332,-23.943,31.1411,ZA,Phalaborwa,1,1659550827,51,65.48,4.9
333,-3.3542,-64.7114,BR,Tefé,40,1659550828,66,91.51,4.0
334,60.7522,-137.5108,CA,Haines Junction,100,1659550828,88,55.35,6.91
335,43.6475,111.9767,CN,Erenhot,86,1659550829,62,78.42,10.89
336,-19.0595,-169.9187,NU,Alofi,68,1659550829,83,73.29,6.91
337,57.0531,-135.33,US,Sitka,20,1659550830,88,55.29,3.44
338,-2.3833,34.0833,TZ,Matonga,81,1659550830,45,74.52,1.28
339,53.3808,142.9564,RU,Tungor,100,1659550830,96,54.88,12.53
340,46.4775,30.7326,UA,Odesa,72,1659550831,55,77.54,12.41
341,27.1467,57.0801,IR,Mīnāb,58,1659550831,57,93.83,4.76
342,-5.0892,-81.1144,PE,Paita,87,1659550832,66,71.71,11.1
343,-7.7667,35.7,TZ,Iringa,52,1659550832,68,57.67,8.68
344,4.423,-7.3528,CI,Tabou,100,1659550833,77,76.06,9.4
345,31.4352,-97.7439,US,Gatesville,0,1659550681,42,98.55,17.34
346,10.5669,72.642,IN,Kavaratti,100,1659550833,91,77.77,29.55
347,4.1213,43.8894,SO,Oddur,95,1659550834,56,77.77,22.35
348,-20.3428,57.7575,MU,Bambous Virieux,40,1659550834,77,68.25,4.61
349,-2.5744,150.7967,PG,Kavieng,75,1659550834,79,81.79,15.68
350,11.6667,92.75,IN,Port Blair,100,1659550835,89,78.84,2.3
351,-5.5569,-80.8222,PE,Sechura,88,1659550835,55,75.9,8.79
352,0.8,127.4,ID,Ternate,100,1659550836,78,80.38,3.24
353,59.2353,163.0719,RU,Ossora,94,1659550836,85,56.23,1.19
354,54.3419,101.5036,RU,Kuytun,72,1659550837,87,52.59,4.36
355,-6.9811,-34.8339,BR,Cabedelo,56,1659550837,76,77.67,7.18
356,-21.8269,-47.2486,BR,Santa Cruz das Palmeiras,0,1659550837,26,85.33,3.44
357,50.6336,-96.9907,CA,Gimli,85,1659550838,71,64.17,14.16
358,-43.3002,-65.1023,AR,Rawson,76,1659550838,48,51.91,13.27
359,21.1167,70.1167,IN,Māngrol,95,1659550839,81,82.27,7.49
360,14.7308,0.9174,NE,Ayorou,60,1659550839,34,95.14,3.13
361,49.935,6.2089,LU,Vianden,41,1659550839,42,91.13,1.39
362,16.7333,82.2167,IN,Yanam,100,1659550840,91,78.78,1.66
363,-20.2333,164.0167,NC,Poum,3,1659550840,87,74.59,10.98
364,60.7161,-135.0538,CA,Whitehorse,100,1659550635,83,57.09,5.01
365,43.2,51.65,KZ,Quryq,0,1659550841,38,85.82,9.01
366,1.6481,14.5806,CG,Sémbé,77,1659550841,77,74.79,2.42
367,-33.0117,17.9442,ZA,Saldanha,2,1659550606,83,51.85,5.44
368,66.9395,-53.6735,GL,Sisimiut,100,1659550842,70,48.76,5.66
369,3.7833,72.9667,MV,Mahibadhoo,90,1659550842,76,81.75,22.03
370,29.5628,106.5528,CN,Chongqing,42,1659550843,78,84.52,6.71
371,39.2667,141.8833,JP,Kamaishi,53,1659550843,94,67.42,7.31
372,14.9167,120.55,PH,Lubao,99,1659550843,89,80.31,2.15
373,-12.5763,13.4055,AO,Benguela,6,1659550844,76,66.69,5.64
374,22.4833,92.9667,IN,Saiha,100,1659550844,99,71.78,2.19
375,-12.0432,-77.0282,PE,Lima,100,1659550776,70,68.9,6.91
376,40.7286,124.7847,CN,Kuandian,11,1659550845,98,71.38,2.46
377,-20.4597,-66.825,BO,Uyuni,0,1659550846,14,51.58,19.57
378,-23.7,133.8833,AU,Alice Springs,75,1659550846,35,71.15,9.22
379,69.4154,30.8136,RU,Zapolyarnyy,99,1659550846,83,63.68,4.36
380,4.9158,29.4742,SS,Maridi,58,1659550847,80,71.98,2.04
381,37.4636,-122.4286,US,Half Moon Bay,75,1659550847,73,84.54,18.41
382,46.5168,-84.3333,CA,Sault Ste. Marie,40,1659550614,71,81.16,16.11
383,60.9167,-46.05,GL,Narsaq,100,1659550848,66,52.02,5.61
384,-8.65,115.2167,ID,Denpasar,40,1659550848,94,78.46,3.44
385,-29.4667,149.85,AU,Moree,21,1659550849,84,57.09,13.65
386,60.1432,-45.2371,GL,Nanortalik,100,1659550849,79,52.16,15.9
387,53.9599,81.2093,RU,Krutikha,10,1659550849,68,54.61,5.46
388,38.7333,-27.0667,PT,Praia da Vitória,75,1659550763,78,78.76,3.85
389,68.2191,-135.0107,CA,Aklavik,40,1659550651,71,53.6,3.44
390,19.5333,-96.9167,MX,Xalapa,32,1659550770,50,76.17,6.73
391,-27.5833,153.3,AU,Victoria Point,33,1659550850,91,58.17,4.88
392,-8.8978,-35.1478,BR,São José da Coroa Grande,74,1659550851,88,76.19,13.29
393,28.017,-97.5169,US,San Patricio,36,1659550851,38,97.52,21.07
394,10.25,-74.0,CO,Ariguaní,98,1659550852,48,85.8,6.98
395,33.0728,107.0303,CN,Hanzhong,15,1659550852,75,76.55,1.45
396,-11.0964,-77.6139,PE,Hualmay,41,1659550853,72,65.79,11.63
397,64.1835,-51.7216,GL,Nuuk,100,1659550853,87,48.81,9.22
398,65.6145,-37.6368,GL,Tasiilaq,49,1659550854,74,46.56,7.4
399,39.8885,4.2658,ES,Mahon,0,1659550817,65,84.76,8.05
400,-28.24,-48.6703,BR,Imbituba,13,1659550854,82,74.86,18.01
401,-33.5189,-53.3681,BR,Santa Vitória do Palmar,100,1659550587,99,57.87,1.95
402,5.2618,-0.759,GH,Mumford,33,1659550855,78,73.44,10.31
403,-5.7,34.4833,TZ,Itigi,65,1659550855,42,70.07,5.88
404,-20.5833,17.4333,NA,Okakarara,43,1659550856,6,58.19,9.51
405,16.7833,94.7333,MM,Pathein,98,1659550856,88,79.03,5.73
406,63.05,179.3167,RU,Beringovskiy,97,1659550857,83,51.46,6.96
407,62.5747,11.3842,NO,Røros,40,1659550857,68,64.24,2.3
408,50.6789,156.125,RU,Severo-Kuril'sk,53,1659550857,89,51.08,7.61
409,-9.6567,120.2641,ID,Waingapu,88,1659550858,85,72.1,6.8
410,-0.1934,-74.7819,CO,Caucayá,57,1659550859,62,86.68,1.88
411,-28.5708,-70.7581,CL,Vallenar,82,1659550859,61,58.01,3.09
412,40.4272,71.7189,UZ,Yangi Marg`ilon,46,1659550859,35,78.96,5.37
413,19.45,-100.4833,MX,Jungapeo de Juárez,26,1659550860,75,76.8,4.63
414,17.0818,122.4157,PH,Dicabisagan,100,1659550860,91,78.01,2.19
415,36.6177,-121.9166,US,Pacific Grove,0,1659550861,76,80.35,11.01
416,36.0998,0.4206,DZ,Sidi Ali,0,1659550861,36,86.99,13.73
417,18.7369,7.3853,NE,Arlit,10,1659550862,12,102.69,9.91
418,42.3339,142.3669,JP,Shizunai-furukawachō,99,1659550862,89,65.16,3.42
419,26.2667,88.2,IN,Islāmpur,99,1659550862,91,80.17,3.22
420,-21.3667,55.6167,RE,Saint-Joseph,29,1659550863,81,68.38,9.91
421,27.9769,-114.0611,MX,Guerrero Negro,70,1659550863,64,77.59,15.84
422,-0.9131,122.8766,ID,Biak,82,1659550864,86,75.15,7.38
423,38.8876,-76.5119,US,Mayo,2,1659550864,55,94.5,1.99
424,43.6125,122.2653,CN,Tongliao,1,1659550864,93,75.61,4.9
425,52.0108,86.5467,RU,Choya,14,1659550865,76,54.66,1.59
426,39.4952,67.6093,TJ,Panjakent,38,1659550865,31,71.92,3.94
427,6.8833,73.1,MV,Dhidhdhoo,100,1659550866,79,79.54,27.4
428,29.7,77.6833,IN,Deoband,90,1659550866,84,78.96,5.7
429,2.6708,72.8944,MV,Kudahuvadhoo,69,1659550867,77,81.57,20.8
430,5.8833,-55.0833,SR,Nieuw Amsterdam,40,1659550867,81,82.02,11.5
431,42.0372,119.2889,CN,Pingzhuang,84,1659550867,72,78.39,0.74
432,58.9564,126.2925,RU,Tommot,75,1659550868,95,60.69,2.86
433,16.6362,1.637,ML,Gao,13,1659550868,23,99.01,12.17
434,13.2167,-59.5167,BB,Bathsheba,40,1659550869,80,90.21,20.71
435,56.8479,124.9104,RU,Chul'man,68,1659550869,97,58.66,3.49
436,-15.9169,-46.1056,BR,Arinos,7,1659550870,21,90.03,7.49
437,-2.8833,-78.9833,EC,Cuenca,75,1659550700,49,68.13,12.66
438,51.1801,71.446,KZ,Nur-Sultan,0,1659550870,52,66.15,15.66
439,29.2747,82.1838,NP,Jumla,92,1659550871,98,63.23,1.74
440,18.6853,12.9164,NE,Bilma,38,1659550871,27,97.7,9.86
441,7.4167,81.8167,LK,Kalmunai,98,1659550871,74,78.58,9.62
442,51.8486,41.4606,RU,Zherdevka,99,1659550872,57,72.14,6.11
443,-21.55,167.8833,NC,Tadine,5,1659550872,85,72.18,6.76
444,-21.4167,25.5833,BW,Letlhakane,8,1659550873,39,67.06,5.77
445,49.1667,10.3333,DE,Feuchtwangen,37,1659550873,38,88.07,3.04
446,-0.4536,39.6401,KE,Garissa,85,1659550873,54,78.31,23.42
447,32.9794,114.0294,CN,Zhumadian,0,1659550874,70,82.8,3.85
448,17.3333,42.6667,SA,Jizan,93,1659550874,76,86.94,6.91
449,-9.1667,-60.6333,BR,Aripuanã,91,1659550875,28,97.38,3.62
450,-6.45,38.3333,TZ,Lugoba,66,1659550875,76,70.61,5.32
451,25.0865,-80.4473,US,Key Largo,23,1659550876,66,91.0,10.31
452,37.3191,-8.8033,PT,Aljezur,5,1659550876,75,71.44,13.44
453,-45.8742,170.5036,NZ,Dunedin,100,1659550876,64,49.8,11.99
454,22.8909,-109.9124,MX,Cabo San Lucas,0,1659550877,60,92.5,4.27
455,15.85,-97.0667,MX,Puerto Escondido,40,1659550877,62,86.83,9.22
456,37.6138,-122.4869,US,Pacifica,40,1659550665,89,83.98,18.41
457,33.535,47.6061,IR,Kūhdasht,17,1659550878,21,90.07,5.5
458,29.85,80.5333,IN,Dhārchula,100,1659550636,97,74.12,0.92
459,-21.3,47.6333,MG,Ifanadiana,100,1659550879,99,60.87,0.43
460,51.3813,1.3862,GB,Margate,18,1659550879,63,80.87,3.0
461,46.6166,10.7002,IT,Laas,49,1659550880,76,76.37,2.48
462,-18.3667,-66.9667,BO,Poopó,1,1659550880,14,61.57,11.32
463,10.3744,10.7288,NG,Bara,77,1659550881,83,75.04,5.59
464,22.6783,-3.9836,ML,Taoudenni,31,1659550881,8,112.48,5.03
465,34.6667,138.95,JP,Shimoda,40,1659550881,82,82.11,4.59
466,32.442,105.823,CN,Guangyuan,48,1659550882,95,74.68,2.1
467,-20.3167,118.5667,AU,Port Hedland,1,1659550882,88,59.05,8.05
468,66.5606,67.7975,RU,Aksarka,46,1659550883,63,62.4,8.61
469,-2.5333,112.95,ID,Sampit,42,1659550883,98,73.47,2.26
470,39.447,-86.1758,US,Bud,2,1659550883,67,91.89,13.78
471,-38.5473,-58.7368,AR,Necochea,66,1659550884,75,53.6,9.37
472,41.0002,-115.5012,US,Elko,13,1659550884,32,82.63,7.0
473,28.2211,61.2158,IR,Khāsh,9,1659550884,16,84.83,14.76
474,68.0546,166.4372,RU,Bilibino,100,1659550885,95,54.37,2.04
475,20.9,70.3667,IN,Verāval,92,1659550885,83,82.18,6.76
476,28.6585,-17.9182,ES,Los Llanos de Aridane,75,1659550886,82,75.13,17.27
477,40.1629,-8.3327,PT,Lata,0,1659550886,52,78.08,7.49
478,67.4667,78.7,RU,Tazovsky,73,1659550886,66,55.98,4.03
479,20.5169,-13.0499,MR,Atar,9,1659550705,26,98.56,10.85
480,37.7167,-25.4333,PT,Vila Franca do Campo,6,1659550887,70,75.61,8.52
481,60.1545,-1.1494,GB,Lerwick,50,1659550888,81,53.6,15.17
482,4.9333,-52.3333,GF,Cayenne,20,1659550888,1,84.24,5.75
483,49.7502,-77.6328,CA,Matagami,100,1659550888,82,60.91,17.27
484,54.854,-1.8316,GB,Consett,44,1659550889,68,64.72,13.78
485,-3.2778,-39.2689,BR,Trairi,80,1659550694,63,82.42,13.15
486,49.9333,116.8667,RU,Dauriya,59,1659550889,65,69.94,8.88
487,69.2167,-51.1,GL,Ilulissat,40,1659550655,58,53.62,6.91
488,14.9215,-23.5087,CV,Praia,75,1659550766,69,82.94,12.66
489,26.1615,32.7183,EG,Qena,6,1659550890,14,97.9,15.5
490,52.3075,5.0417,NL,Weesp,0,1659550890,53,85.03,11.5
491,27.3167,103.7167,CN,Zhaotong,66,1659550891,93,62.91,0.96
492,36.4337,-99.3904,US,Woodward,0,1659550891,33,101.97,17.27
493,5.6592,-53.7767,GF,Mana,100,1659550892,85,79.79,7.49
494,-5.4,-80.75,PE,La Unión,87,1659550892,44,80.58,7.78
495,63.9242,127.4739,RU,Sangar,24,1659550893,98,57.81,0.92
496,-43.5333,172.6333,NZ,Christchurch,100,1659550861,82,46.9,5.75
497,54.1,123.5667,RU,Takhtamygda,98,1659550893,95,61.7,2.48
498,39.1502,-123.2078,US,Ukiah,0,1659550894,41,93.36,0.0
499,5.6667,73.0,MV,Ugoofaaru,100,1659550894,80,80.58,22.86
500,49.1334,-102.9842,CA,Estevan,75,1659550863,68,67.21,4.61
501,-3.4,-78.55,EC,Gualaquiza,75,1659550895,83,72.41,2.13
502,-16.1167,23.2667,ZM,Senanga,4,1659550895,29,70.03,5.68
503,16.8634,-99.8901,MX,Acapulco de Juárez,75,1659550896,70,85.82,5.75
504,-32.5,137.7667,AU,Port Augusta,1,1659550896,57,53.51,5.77
505,63.687,9.6654,NO,Brekstad,75,1659550897,82,62.01,4.61
506,52.0428,33.9453,UA,Druzhba,100,1659550897,93,61.95,9.98
507,43.2636,-4.0726,ES,Los Corrales de Buelna,52,1659550898,83,74.25,5.99
508,53.9353,139.9242,RU,Mnogovershinnyy,99,1659550898,98,55.89,2.21
509,64.5011,-165.4064,US,Nome,100,1659550622,100,48.27,8.05
510,60.3964,-1.353,GB,Brae,50,1659550899,82,54.12,17.16
511,-10.75,-77.7667,PE,Barranca,52,1659550899,72,64.98,11.36
512,61.9875,5.1352,NO,Raudeberg,34,1659550899,75,59.95,23.82
513,48.9583,-65.5006,CA,Murdochville,4,1659550900,32,58.08,3.04
514,38.5614,-89.8973,US,Shiloh,0,1659550815,59,97.43,14.97
515,-0.8667,134.0833,ID,Manokwari,95,1659550900,77,78.76,3.42
516,16.9364,104.7104,TH,That Phanom,100,1659550901,94,75.69,4.88
517,43.2128,-75.4557,US,Rome,0,1659550803,48,86.72,6.91
518,39.5256,46.0251,AM,Sisian,70,1659550902,92,64.92,5.79
519,48.8264,58.1442,KZ,Emba,49,1659550902,63,69.8,13.56
520,48.8125,103.5347,MN,Bulgan,80,1659550902,92,57.33,1.92
521,41.7057,-70.2286,US,Yarmouth,0,1659550903,67,86.99,9.22
522,38.028,-121.8847,US,Pittsburg,0,1659550719,43,92.46,8.05
523,-20.0167,148.2333,AU,Bowen,46,1659550903,90,65.19,8.01
524,-8.4753,-74.8058,PE,Campoverde,75,1659550904,37,89.29,3.04
525,61.4638,24.076,FI,Kangasala,55,1659550904,64,68.27,10.92
526,-34.4833,-54.3333,UY,Rocha,98,1659550904,86,61.75,2.8
527,18.0072,-65.8993,PR,Maunabo,36,1659550905,73,90.64,13.8
528,21.3906,-158.1547,US,Nānākuli,0,1659550905,68,78.75,5.75
529,1.5667,30.25,CD,Bunia,65,1659550906,69,68.95,1.92
530,24.0934,32.907,EG,Aswān,0,1659550906,16,99.7,8.05
531,-1.95,18.2667,CD,Inongo,67,1659550906,79,71.65,6.44
532,64.8945,-23.7142,IS,Olafsvik,35,1659550907,61,49.87,4.81
533,66.3167,-179.1667,RU,Egvekinot,73,1659550907,75,50.74,4.36
534,12.0564,-61.7485,GD,St. George's,75,1659550908,78,82.08,11.5
535,9.8167,80.1667,LK,Valvedditturai,100,1659550908,84,80.91,22.37
536,8.2,-59.7833,GY,Mabaruma,77,1659550908,90,82.6,3.98
537,36.3956,-97.8784,US,Enid,0,1659550909,30,100.56,19.57
538,60.3484,59.9851,RU,Cherëmukhovo,28,1659550873,81,58.46,3.42
539,-7.4706,-34.8086,BR,Pitimbu,24,1659550909,76,77.59,7.45
540,41.1415,-73.3579,US,Westport,0,1659550910,58,90.63,8.05
541,68.5333,146.4167,RU,Belaya Gora,100,1659550910,76,49.64,8.37
542,-0.4819,15.8999,CG,Owando,62,1659550911,59,78.44,2.57
543,65.75,150.85,RU,Zyryanka,100,1659550911,92,55.58,7.47
544,-20.0064,57.6608,MU,Grand Gaube,33,1659550621,73,68.4,5.01
545,8.4054,48.4845,SO,Garoowe,22,1659550912,37,84.52,18.66
546,65.6835,-18.0878,IS,Akureyri,100,1659550912,81,46.33,16.11
547,69.2296,17.9811,NO,Finnsnes,100,1659550913,65,63.21,6.11
548,45.1667,10.7833,IT,Province of Mantua,19,1659550913,53,90.64,3.0
549,43.5008,124.8198,CN,Gongzhuling,0,1659550913,91,73.2,5.77
550,59.0556,80.8572,RU,Kargasok,5,1659550914,60,53.15,8.3
